UUID,a1,a2,a3,a4,a5,a6,pub_type,name
84A4A68C,Bouchard,Taylor,,,,,2,Building%20the%20Future:%20A%20Time%20for%20Reconciliation.%20Final%20report%20of%20the%20Bouchard-Taylor%20Commission
AE5A8F19,Sutherland,Doern,,,,,2,Bureaucracy%20in%20Canada:%20Control%20and%20Reform
3B34828F,Coleman,,,,,,2,Business%20and%20Politics:%20A%20Study%20of%20Collective%20Action
98B00BBF,Coleman,,,,,,2,Business%20and%20Politics.%20A%20Study%20in%20Collective%20Action
14BE94C8,Coleman,,,,,,2,Business%20and%20Politics.%20A%20Study%20in%20Collective%20Action
8B890320,Stritch,,,,,,3,Business%20Associations%20and%20Policy%20Analysis%20in%20Canada
D009F08F,Clancy,,,,,,3,Business%20Interests%20and%20Civil%20Society%20in%20Canada
5E4C78BE,Clancy,,,,,,3,Business%20Interests%20and%20Civil%20Society%20in%20Canada
2458B7C5,Clancy,,,,,,3,Business%20Interests%20and%20Civil%20Society%20in%20Canada
17A8E37F,Streeck,,,,,,3,Buying%20Time:%20The%20Delayed%20Crisis%20of%20Democratic%20Capitalism
BAC4E24E,Campbell,,,,,,3,Cabinet%20Committees%20in%20Canada:%20Pressures%20and%20Dysfunctions%20Stemming%20from%20the%20Representational%20Imperative
851D83D8,Huber,Lupia,,,,,1,Cabinet%20instability%20and%20delegation%20in%20parliamentary%20democracies
091858BB,White,,,,,,2,Cabinets%20and%20First%20Ministers
569C4785,White,,,,,,2,Cabinets%20and%20First%20Ministers
F07864E1,White,,,,,,2,Cabinets%20and%20First%20Ministers
0A6B38DB,White,,,,,,2,Cabinets%20and%20First%20Ministers
40E1147D,White,,,,,,2,Cabinets%20and%20First%20Ministers
45BEB5D5,White,,,,,,2,Cabinets%20and%20First%20Ministers
3FB6CED2,White,,,,,,2,Cabinets%20and%20First%20Ministers
55602F21,White,,,,,,2,Cabinets%20and%20First%20Ministers
30943CF3,White,,,,,,2,Cabinets%20and%20First%20Ministers
32FE29CE,White,,,,,,2,Cabinets%20and%20First%20Ministers
ED7AD8AF,Merolla,Stephenson,Zechmeister,,,,2,Can%20Canadians%20Take%20a%20Hint?%20The%20(In)Effectiveness%20of%20Party%20Labels%20as%20Information%20Shortcuts%20in%20Canada
0F28D556,Young,,,,,,2,Can%20Feminists%20Transform%20Party%20Politics
3435ACC1,Young,,,,,,3,Can%20Feminists%20Transform%20Party%20Politics?%20The%20Canadian%20Experience
8692A7B2,Young,,,,,,3,Can%20Feminists%20Transform%20Party%20Politics?%20The%20Canadian%20Experience
4491452E,Russell,,,,,,3,Canada%20-%20A%20Pioneer%20in%20the%20Management%20of%20Constitutional%20Politics%20in%20a%20Multinational%20Society
DAA5A82B,Parliament%20of%20the%20UK,,,,,,3,Canada%20Act
F9E6BADA,McRoberts,,,,,,1,Canada%20and%20the%20Multinational%20State
69F4977C,McRoberts,,,,,,4,Canada%20and%20the%20Multinational%20State
5177C466,McRoberts,,,,,,1,Canada%20and%20the%20Multinational%20State
EF0DDD47,Klassen,,,,,,1,Canada%20and%20the%20New%20Imperialism:%20The%20Economics%20of%20a%20Secondary%20Power
132B7E27,Klassen,,,,,,1,Canada%20and%20the%20New%20Imperialism:%20The%20Economics%20of%20a%20Secondary%20Power
3F72D766,Smiley,,,,,,1,Canada%20and%20the%20Quest%20for%20a%20National%20Policy
56FF41DC,Thomas,,,,,,2,Canada%20and%20the%20United%20States:%20Differences%20that%20Count%2C%204th%20ed
2877242D,Keating,,,,,,2,Canada%20and%20World%20Order%202nd%20ed.%20
5C287523,Tully,,,,,,2,Canada%20as%20a%20Multinational%20Democracy
554EE2BF,Dewitt,,,,,,1,Canada%20as%20a%20Principal%20Power
470CCB64,Banting,,,,,,3,Canada%20as%20Counternarrative:%20Multiculturalism%2C%20Recognition%20and%20Redistribution
22C8ADD4,Smiley,,,,,,3,Canada%20in%20Question:%20Federalism%20in%20the%20Seventies
BAC39C82,Gidengil,,,,,,1,Canada%20Votes:%20A%20Quarter%20Century%20of%20Canadian%20National%20Election%20Studies
B6721ACD,Gidengil,,,,,,1,Canada%20Votes:%20A%20Quarter%20Century%20of%20Canadian%20National%20Election%20Studies
A166DBD3,Cook,,,,,,2,Canada%2C%20Quebec%2C%20and%20the%20Uses%20of%20Nationalism
68DEFF04,Bakvis,Wolinetz,,,,,3,Canada:%20Executive%20Dominance%20and%20Presidentialization
F635B70B,Bakvis,Wolinetz,,,,,3,Canada:%20Executive%20Dominance%20and%20Presidentialization
028F227B,Noel,,,,,,1,Canada:%20Love%20It%20or%20Dont%20Leave%20It!
F3B7E68D,Banting,,,,,,3,Canada:%20Nation-Building%20in%20a%20Federal%20Welfare%20State
966709A2,Banting,,,,,,3,Canada:%20Nation-Building%20in%20a%20Federal%20Welfare%20State
4FB52C52,Cameron,,,,,,2,Canadas%20Constitutional%20Legitimacy%20Deficit:%20Learning%20to%20Live%20With%20It
834FCD35,Galabuzi,,,,,,3,Canadas%20Economic%20Apartheid:%20The%20Social%20Exclusion%20of%20Racialized%20Groups%20in%20the%20New%20Century
221C80D2,Ajzenstat,Romney,Gentiles,,,,2,Canadas%20Founding%20Debates
EBEB26AB,Ajzenstat,Romney,Gentiles,,,,3,Canadas%20Founding%20Debates
9B7B3D56,Ajzenstat,,,,,,2,Canadas%20Founding%20Debates
0F0B0F1C,Ajzenstat,Romney,Gentiles,Gairdner,,,2,Canadas%20Founding%20Debates
5D6405FE,Ajzenstat,Romney,Gentiles,,,,3,Canadas%20Founding%20Debates
08A9D77E,Whiteside,,,,,,2,Canadas%20Health%20Care%20Crisis:%20Accumulation%20by%20Dispossession%20and%20the%20Neoliberal%20Fix
E8B87BDD,Ajzenstat,Smith,,,,,2,Canadas%20Origins:%20Liberal%2C%20Tory%20or%20Republican?
EBA003AD,Ajzenstat,Smith,,,,,2,Canadas%20Origins:%20Liberal%2C%20Tory%20or%20Republican?
B3C8BE15,Ajzenstat,Smith,,,,,2,Canadas%20Origins:%20Liberal%2C%20Tory%20or%20Republican?
09BB259D,Ajzenstat,Smith,,,,,2,Canadas%20Origins:%20Liberal%2C%20Tory%20or%20Republican?
5E44A05D,Tanguay,,,,,,2,Canadas%20Party%20System%20in%20the%201990s:%20Breakdown%20or%20Renewal?
5844766E,Borrows,,,,,,2,Canadas%20Indigenous%20Constitution
A87B0F4B,Borrows,,,,,,2,Canadas%20Indigenous%20Constitution
B33FFEAE,Borrows,,,,,,3,Canadas%20Indigenous%20Constitution
4EB60AFA,Borrows,,,,,,2,Canadas%20Indigenous%20Constitution
0152DE23,Borrows,,,,,,2,Canadas%20Indigenous%20Constitution
FBCD4D98,Borrows,,,,,,2,Canadas%20Indigenous%20Constitution
8A575FEF,Clément,,,,,,2,Canadas%20Rights%20Revolution:%20Social%20Movements%20and%20Social%20Change%2C%201937-1982
D7BEC440,Niosi,,,,,,2,Canadian%20Capitalism
1F388569,Jackman,,,,,,3,Canadian%20Charter%20Equality%20at%2020:%20Reflections%20of%20a%20Card-Carrying%20Member%20of%20the%20Court%20Party
3A6EADFD,Sancton,,,,,,1,Canadian%20cities%20and%20the%20new%20regionalism
91211F2E,Bunting,Filion,,,,,2,Canadian%20Cities%20in%20Transition:%20The%20Twenty-First%20Century
3DB2FCA3,Trebilcock,,,,,,3,Canadian%20Competition%20Policy%20in%20Historical%20Perspective
9B94A879,Smith,,,,,,1,Canadian%20Confederation%20and%20the%20Influence%20of%20American%20Federalism
ABE37A72,Heard,,,,,,3,Canadian%20Constitutional%20Conventions%202ed
FB37066C,Heard,,,,,,3,Canadian%20Constitutional%20Conventions%202ed
BE0658CB,Heard,,,,,,2,Canadian%20Constitutional%20Conventions%202ed
F120EDBA,Heard,,,,,,3,Canadian%20Constitutional%20Conventions:%20The%20Marriage%20of%20Law%20and%20Politics
A5BBB3B1,VanNijnatten,Boardman,,,,,2,"Canadian%20Environmental%20Policy%20and%20Politics,3rd.%20ed"
488A50F0,Papillon,,,,,,3,Canadian%20Federalism%20and%20the%20Emerging%20Mosaic%20of%20Aboriginal
Multilevel%20Governance,,,,,,,,
9E6CE284,Papillon,,,,,,2,Canadian%20Federalism%20and%20the%20Emerging%20Mosaic%20of%20Aboriginal%20Multilevel%20Governance
F82D1A4D,Bakvis,Skogstad,,,,,2,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
B5E5B708,Bakvis,Skogstad,,,,,2,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
5D073DD6,Bakvis,Skogstad,,,,,2,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
1D0C2F7E,Bakvis,Skogstad,,,,,2,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
DD127F7E,Bakvis,Skogstad,,,,,2,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
A1AC3E9A,Bakvis,Skogstad,,,,,2,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
A47E123A,Bakvis,Skogstad,,,,,2,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
8BBC2CC8,Bakvis,Skogstad,,,,,3,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy
0C6BF98E,Bakvis,Skogstad,,,,,2,Canadian%20Federalism.%20Performance%2C%20Effectiveness%20and%20Legitimacy%2C%202nd%20ed
14862B92,Bakvis,Skogstad,,,,,3,Canadian%20Federalism.%20Performance%2C%20Effectiveness%20and%20Legitimacy%2C%202nd%20ed
06A32257,Bakvis,Skogstad,,,,,3,Canadian%20Federalism.%20Performance%2C%20Effectiveness%20and%20Legitimacy%2C%203rd%20ed.
5D836A0E,Razack,,,,,,2,Canadian%20Feminism%20and%20the%20Law
A8101A50,Cooper,,,,,,2,Canadian%20Foreign%20Policy
1D3C3934,Cutler,Zacher,,,,,2,Canadian%20Foreign%20Policy%20and%20International%20Economic%20Regimes
69B1E4C8,Cornut,Roussel,,,,,2,Canadian%20Foreign%20Policy:%20A%20Linguistically%20Divided%20Field%20
C4A2AEC1,Horowitz,,,,,,2,Canadian%20Labour%20in%20Politics
FF0097DD,Banting,Kymlika,,,,,1,Canadian%20Multiculturalism%20:%20Global%20Anxieties%20and%20Local%20Debates.
B45051A5,Legare,,,,,,1,Canadian%20multiculturalism%20and%20aboriginal%20people.%20Negotiating%20a%20place%20in%20the%20nation
9D0F8C6A,Crawford,,,,,,2,Canadian%20Municipal%20Government
C0D54087,Hessing,Howlett,,,,,2,Canadian%20Natural%20Resource%20and%20Environmental%20Policy%20Political%20Economy%20and%20Public%20Policy
653EDACA,Gagnon,Tanguay,,,,,2,Canadian%20parties%20in%20transition
2FD87546,Gagnon,Tanguay,,,,,2,Canadian%20Parties%20in%20Transition%2C%203ed
70E70152,Laforest,,,,,,2,Canadian%20Political%20Culture%20and%20the%20Charter%20of%20Rights%20and%20Freedoms
19484D1A,Salee,,,,,,3,Canadian%20Political%20Economy%20and%20the%20Theory%20of%20the%20Contemporary%20State
0CB3B4E5,Schmidt,,,,,,1,Canadian%20Political%20Economy:%20A%20Critique
8DFE1E2A,Reid,,,,,,1,Canadian%20Political%20Parties:%20a%20Study%20of%20the%20Economic%20and%20Racial%20Bases%20of%20Conservatism%20and%20Liberalism%20in%201930
CD5ACEC6,Azoulay,,,,,,3,Canadian%20Political%20Parties:%20Historical%20Readings
5D4EF20A,Carty,,,,,,3,Canadian%20Political%20Party%20Systems
68BEA454,Carty,,,,,,3,Canadian%20Political%20Party%20Systems
71AF0442,Beiner,Norman,,,,,3,Canadian%20Political%20Philosophy:%20Contemporary%20Reflections
A0EA29EA,Beiner,Norman,,,,,2,Canadian%20Political%20Philosophy:%20Contemporary%20Reflections
0559D932,Taylor,Eidelman,,,,,1,Canadian%20Political%20Science%20and%20the%20City:%20A%20Limited%20Engagement
B5D89DC0,Taylor,Eidelman,,,,,1,Canadian%20Political%20Science%20and%20the%20City:%20A%20Limited%20Engagement
4AB2C2FB,Bashevkin,,,,,,1,Canadian%20Political%20Science:%20Missing%20in%20Action?
4D22DDE1,MacIvor,,,,,,2,Canadian%20Politics%20and%20Government%20in%20the%20Charter%20Era
518468B0,Whittington,Williams,,,,,2,Canadian%20Politics%20in%20the%2021st%20Century.%205th%20ed.
F9399423,Grace,Sheldrick,,,,,2,Canadian%20Politics:%20Democracy%20and%20Dissent%20
6F925F2E,Bickerton,Gagnon,,,,,2,Canadian%20Politics.%203rd%20ed%20
44639EFA,Bickerton,Gagnon,,,,,2,Canadian%20Politics.%206th%20Ed%20
BBDFD158,Bickerton,Gagnon,,,,,2,Canadian%20Politics.%206th%20Ed%20
AAD6C411,Conteh,Roberge,,,,,2,Canadian%20Public%20Administration%20in%20the%2021st%20century
E7048F3D,Doern,,,,,,2,Canadian%20Public%20Budgeting%20in%20the%20Age%20of%20Crises
2B1076D1,Mahon,,,,,,2,Canadian%20Public%20Policy:%20The%20Unequal%20Structure%20of%20Representation
7CD9648C,Whitehorn,,,,,,2,Canadian%20Socialism:%20Essays%20on%20the%20CCF%20and%20the%20NDP
DE4D3309,Taylor,Eidelman,,,,,1,Canadian%20Urban%20Politics:%20Another%20Black%20Hole
2B42C78E,Eidelman,Taylor,,,,,3,Canadian%20Urban%20Politics:%20Another%20Black%20Hole?”%20
197B24CE,Green,,,,,,1,Canaries%20in%20the%20Mines%20of%20Citizenship:%20Indian%20Women%20in%20Canada
F1A9A24A,Green,,,,,,1,Canaries%20in%20the%20Mines%20of%20Citizenship:%20Indian%20Women%20in%20Canada
C0B7D61B,Green,,,,,,1,Canaries%20in%20the%20Mines%20of%20Citizenship:%20Indian%20Women%20in%20Canada
DAE4DEDC,Green,,,,,,1,Canaries%20in%20the%20Mines%20of%20Citizenship:%20Indian%20Women%20in%20Canada
943850D0,Green,,,,,,1,Canaries%20in%20the%20Mines%20of%20Citizenship:%20Indian%20Women%20in%20Canada
46BB0DD0,Green,,,,,,1,Canaries%20in%20the%20Mines%20of%20Citizenship:%20Indian%20Women%20in%20Canada
2D9C537B,Green,,,,,,1,Canaries%20in%20the%20Mines%20of%20Citizenship:%20Indian%20Women%20in%20Canada
64925B36,Hoberg,Banting,Simeon,,,,3,Capacity%20for%20Choice:%20Canada%20in%20a%20New%20North%20America
E4E4CF16,Asch,,,,,,3,Capital%20and%20Economic%20Development:%20A%20Critical%20Appraisal%20of%20the%20Recommendations%20of%20the%20Mackenzie%20Valley%20Pipeline%20Commission
8B534AC1,Teeple,,,,,,1,Capitalism%20and%20the%20National%20Question%20in%20Canada
71EE3D87,Kershaw,,,,,,3,Carefair:%20Gendering%20Citizenship%20Neoliberal%20Style
A5E345EA,Scott,,,,,,1,Centralization%20and%20Decentralization%20in%20Canadian%20Federalism%20
22364F29,Gidengil,,,,,,2,Challenge%20and%20Change:%20Elections%20and%20Voting
EFEAB88C,Gidengil,,,,,,3,Challenge%20and%20Change:%20Elections%20and%20Voting
4C504A79,Backhouse,Flaherty,,,,,2,Challenging%20Times:%20The%20Womens%20Movement%20in%20Canada%20and%20the%20United%20States
C2E021E8,Clement,Vosko,,,,,3,Changing%20Canada
5CE4853B,Clement,Vosko,,,,,3,Changing%20Canada
12390365,Clement,Vosko,,,,,3,Changing%20Canada
24BD34C1,Bakker,,,,,,3,Changing%20Macroeconomic%20Governance%20and%20Gender%20Orders
26E3B635,Burt,Code,Dorney,,,,2,Changing%20Patterns:%20Women%20in%20Canada
F9AA316D,Masson,,,,,,1,Changing%20State%20Forms%2C%20Competing%20State%20Projects:%20Funding%20Womens%20Organization%20in%20Quebec
943C09AC,Massicotte,,,,,,3,Changing%20the%20Canadian%20Electoral%20System
307666A6,Dickason,Newbigging,,,,,2,Chapter%2010:%20Towards%20Confederation%20for%20Canada%2C%20Towards%20Wardship%20for%20First%20Peoples
9B99029D,Bannerji,,,,,,3,Charles%20Taylors%20Politics%20of%20Recognition:%20A%20Critique
8E3998C7,James,,,,,,3,Charter%20as%20Materialist%20Politics
91526064,Dobrowolsky,,,,,,3,Charter%20Champions?%20Equality%20Backsliding%2C%20the%20Charter%2C%20and%20the%20Courts
D55ABDAE,Hiebert,,,,,,2,Charter%20Conflicts:%20What%20Is%20Parliaments%20Role?
62ADE8ED,Hiebert,,,,,,2,Charter%20Conflicts:%20What%20Is%20Parliaments%20Role?
1C16DC17,Hiebert,,,,,,2,Charter%20Conflicts:%20What%20Is%20Parliaments%20Role?
2F3821AF,Hiebert,,,,,,2,Charter%20Conflicts:%20What%20Is%20Parliaments%20Role?
37886D29,Hiebert,,,,,,2,Charter%20Conflicts:%20What%20Is%20Parliaments%20Role?
95472A56,Hogg,Thornton,Wright,,,,1,Charter%20Dialogue%20Revisited%20--%20Or%20Much%20Ado%20About%20Metaphors
5DDD09D4,Hogg,Thornton,Wright,,,,1,Charter%20Dialogue%20Revisited%20--%20Or%20Much%20Ado%20About%20Metaphors
8E760E94,Hogg,Thornton,Wright,,,,1,Charter%20Dialogue%20Revisited%20--%20Or%20Much%20Ado%20About%20Metaphors
6593C129,Hogg,Thornton,Wright,,,,1,Charter%20Dialogue%20Revisited%20--%20Or%20Much%20Ado%20About%20Metaphors
4CFACB57,Cairns,,,,,,2,Charter%20Versus%20Federalism:%20The%20Dilemmas%20of%20Constitutional%20Reform
5652E829,Cairns,,,,,,2,Charter%20Versus%20Federalism:%20The%20Dilemmas%20of%20Constitutional%20Reform
16E91CDF,Cairns,,,,,,2,Charter%20Versus%20Federalism:%20The%20Dilemmas%20of%20Constitutional%20Reform
A2E2932D,Cairns,,,,,,2,Charter%20Versus%20Federalism:%20The%20Dilemmas%20of%20Constitutional%20Reform
B151E39B,Cairns,,,,,,2,Charter%20Versus%20Federalism:%20The%20Dilemmas%20of%20Constitutional%20Reform
E84B1886,Bowen,,,,,,2,Christians%20in%20a%20Secular%20World:%20The%20Canadian%20Experience
966920B5,Isin,,,,,,2,Cities%20without%20Citizens
93F29852,Graham,Phillips,,,,,1,Citizen%20Engagement:%20Beyond%20the%20customer%20revolution
B355B598,Everitt,ONeill,,,,,2,Citizen%20Politics:%20Research%20and%20Theory%20in%20Canadian%20Political%20Behaviour
6E36FEA0,Everitt,ONeill,,,,,2,Citizen%20Politics:%20Research%20and%20Theory%20in%20Canadian%20Political%20Behaviour
ECF97BC1,Everitt,ONeill,,,,,2,Citizen%20Politics:%20Research%20and%20Theory%20in%20Canadian%20Political%20Behaviour
E52B384C,Gidengil,Blais,Nevitte,Nadeau,,,2,Citizens
2076C04E,Gidengil,Blais,Nevitte,Nadeau,,,2,Citizens
85363D1D,Gidengil,Blais,Nevitte,Nadeau,,,2,Citizens
3F37812E,Gidengil,Blais,Nevitte,Nadeau,,,2,Citizens
4D127F22,Gidengil,Blais,Nevitte,Nadeau,,,2,Citizens
DD923C2D,Gidengil,Blais,Nevitte,Nadeau,,,2,Citizens
7268B0A1,Gidengil,Blais,Nevitte,Nadeau,,,2,Citizens
14866B19,Cairns,,,,,,1,Citizens%20(Outsiders)%20and%20Governments%20(Insiders)%20in%20Constitution-Making:%20The%20Case%20of%20Meech%20Lake
618D0D4F,Cairns,,,,,,1,Citizens%20(Outsiders)%20and%20Governments%20(Insiders)%20in%20Constitution-Making:%20The%20Case%20of%20Meech%20Lake
0EFE0994,Howe,,,,,,2,Citizens%20Adrift:%20The%20Democratic%20Disengagement%20of%20Young%20Canadians
30528772,Howe,,,,,,3,Citizens%20Adrift:%20The%20Democratic%20Disengagement%20of%20Young%20Canadians
9B1F33A1,Docherty,,,,,,3,Citizens%20and%20Legislators:%20Different%20Views%20on%20Representation
746A6D87,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
033E83D0,Cairns,,,,,,3,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
D9E7F506,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
C28E5D14,Cairns,,,,,,3,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
3FCE4178,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
8DC2E630,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
18C72C83,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
D1007DBD,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
E98F6313,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
6D5F7CC2,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
81CB69A9,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
6858ED6B,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
5F3D500C,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
C1FFD6D0,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
25E47EC3,Cairns,,,,,,2,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State
76B4155D,Gabriel,MacDonald,,,,,1,Citizenship%20at%20the%20Margins:%20The%20Canadian%20Seasonal%20Agricultural%20Worker%20Program%20and%20Civil%20Society%20Advocacy
2A648CAB,Kymlicka,,,,,,3,Citizenship%2C%20Communities%2C%20and%20Identity%20in%20Canada
E1831E1B,Kymlicka,,,,,,3,Citizenship%2C%20Communities%2C%20and%20Identity%20in%20Canada
E2089E54,Magnusson,Sancton,,,,,2,City%20Politics%20in%20Canada
4745B549,Lightbody,,,,,,2,City%20Politics%2C%20Canada
A0219BA8,Arat-Koc,,,,,,1,Civilizational%20Identity%2C%20Multiculturalism%20&%20the%20Challenge%20of%20Anti-Imperialist%20Feminism%20in%20Canada%20after%20September%2011
541F1039,Russell,,,,,,2,Class%20and%20Race%20Formation%20in%20North%20America
9AEE294E,Brym,Gillespie,Lenton,,,,1,Class%20Power%2C%20Class%20Mobilization%2C%20and%20Class%20Voting:%20The%20Canadian%20Case
2B4D6209,Pammett,,,,,,1,Class%20Voting%20and%20Class%20Consciousness%20in%20Canada
D2F5416E,Clement,,,,,,2,Class%2C%20Power%20and%20Property.%20Essays%20on%20Canadian%20Society
86EA7477,Lumsden,,,,,,2,Close%20the%2049th%20Parallel%20etc.%20The%20Americanization%20of%20Canada
4BC44DDB,Wesley,,,,,,3,Code%20Politics:%20Campaigns%20and%20Cultures%20on%20the%20Canadian%20Prairies
5B039499,Wesley,,,,,,2,Code%20Politics:%20Campaigns%20and%20Cultures%20on%20the%20Canadian%20Prairies
221A1DB5,Wallis,Sunseri,Galabuzi,,,,2,Colonialism%20and%20Racism%20in%20Canada:%20Historical%20Traces%20and%20Contemporary%20Issues
E33E4686,Alfred,,,,,,1,Colonialism%20and%20State%20Dependency
3D7684AA,Backhouse,,,,,,2,Colour-Coded:%20A%20Legal%20History%20of%20Racism%20of%20Canada%2C%201900-1950
765857D5,Backhouse,,,,,,2,Colour-Coded:%20A%20Legal%20History%20of%20Racism%20of%20Canada%2C%201900-1950
3E17B911,Backhouse,,,,,,2,Colour-Coded:%20A%20Legal%20History%20of%20Racism%20of%20Canada%2C%201900-1950
6606C278,Kerby,,,,,,1,Combining%20the%20Hazards%20of%20Ministerial%20Appointment%20AND%20Ministerial%20Exit%20in%20the%20Canadian%20Cabinet
A84BCCB2,McGregor,,,,,,1,"Coming%20Full%20Circle:%20Indigenous%20Knowledge%2C%20Environment%2C%20and%20Our%20Future,"
B50122DE,Andrew,,,,,,3,Comment%20tenir%20compte%20de%20la%20place%20du%20gouvernement%20municipal%20dans%20la%20formulation%20des%20politiques%20publiques?%20Quand%20les%20géographes%20viennent%20en%20aide%20aux%20politologues
934006EB,Pepin,Robarts,,,,,4,"Commission%20de%20lunité%20canadienne%20(Commission%20Pepin-Robarts),"
D72B734E,Government%20of%20Canada,,,,,,4,Commission%20of%20Inquiry%20into%20the%20Sponsorship%20Program%20and%20Advertising%20Activities
309AABC4,Laurendeau,Dunton,,,,,4,Commission%20royale%20denquête%20sur%20le%20bilinguisme%20et%20le%20biculturalisme%20(Commission
"Laurendeau-Dunton)""",,,,,,,,
E56890FF,Tremblay,,,,,,4,Commission%20royale%20denquête%20sur%20les%20problèmes%20constitutionnels%20(Commission
